X1,X2,X3,Y1
1.319178003921551,0.008784699049250527,0.3601303160508388,1.040658511372218
1.0345747719030338,-0.2019476779446288,0.26610567017397574,0.4216145994521436
0.7133153393702465,0.243407493697134,0.26036733237404613,0.6722413139085945
0.7992887763654801,0.3384216324542148,0.29135590518530213,0.9487042456189212
0.64883800098602,-0.17981880349948975,0.37715000327999226,-0.42345454176116826
0.18477179930009624,-0.1477964708671398,0.013459267509098705,0.25226871960116853
-0.06441101066550536,0.42758251657706203,0.1201813011420248,-0.19082628916660496
0.7538909140260572,0.24509370800089883,-0.13474592619692782,0.6349802240591534
0.8579009707098716,0.0806553129250974,-0.022006610598857092,0.05861541219032154
1.2466024620746863,0.4294503020365321,0.13523986934520296,-0.2594201367011104
-0.1255725487049777,0.22042855786945553,0.313155856282204,0.5505664946048822
0.2255730252449356,-0.2791678817351747,0.3249080754775509,0.17761115305371927
1.2006620673773765,0.05476303752941153,0.05865749822851863,-0.1378131101303155
0.995407576932022,-0.15035692394702715,0.354695743548631,-0.3113258133523566
0.6140261297667728,0.402694081687064,-0.04796386058260377,1.006735729167696
1.3764112673139475,-0.326982846419608,0.49582985760298215,0.3071841268727112
0.5036868701125317,0.00969993080602008,0.10954640658044822,-0.08638918047076147
0.821369741372515,0.374894538150426,0.22694395525221944,0.7150265812130133
1.5371181660604643,-0.15303044090907422,0.3129319113788792,0.1535622524661027
-0.044199455875923,0.6082613124422217,0.1483662298926373,0.276330490609817
0.8699065546986202,-0.38678235737039707,0.1547103604072836,0.5830670607978575
0.7487376398720361,0.05559765007459358,0.001719701460249537,-0.45958879459175106
0.9607711191732303,0.49662153010284277,0.7897742226006301,0.14194848154700768
0.19525060521067972,-0.17206105962977425,0.06707525870639944,0.6926299020341729
0.6900549749891554,0.4674287628219911,0.2765097882556884,-0.3538697154518007
0.5940449083403071,0.10892392105776513,0.410418390841071,-0.0806026306300302
-0.1789504387130968,-0.3020277148235577,0.13937972022657294,0.2932620759018372
0.09284152502069043,0.5198149987289185,0.1449851058750879,0.7692720862275135
0.8171909182358327,0.31886073980471014,-0.13694362819148254,0.09300388227368545
0.6934630700874372,0.37911612654625043,-0.4670260423994413,-0.010357718609021644
1.494482059516867,-0.14211414182386817,0.5461515799902216,0.80440554401115
0.23615988883019057,0.5211599719890658,0.5577296998690997,0.5596470670286067
1.2512807854126566,0.38119062212169413,1.2179753978597265,0.25034133241937373
0.5039893856477508,0.21816165558163184,0.08865339934910388,0.28067369754954047
0.21908502672173036,0.08693773825058287,0.8651140025277393,0.4265817983961057
-0.14698457920760044,0.419039096245171,0.27472935176973257,0.3028530987519073
0.41271659106849307,0.4773487586483306,0.12642376287674234,0.25298536160767854
2.113633268003805,-0.1725626923206011,-0.13772575989192984,-0.29076696362003535
0.7451525274206093,-0.00961260390237384,0.05907136762105983,0.568934974523421
