X1,X2,X3,Y1
-1.4425958942076287,-0.24932974473839348,-1.760551875050203,-0.87069839555055
-0.7944288842399613,0.31658972101736627,-1.1789317461590751,-0.6402609210921691
-0.7578039802198182,-0.26173913442482066,-1.5342246871822451,-0.9439795739348134
-0.4552053028549567,-0.2170707946387219,-1.8653586226477463,-0.6198639265114104
-1.4309642561271025,0.20755220939608832,-2.0913567120565615,-0.9063234887563791
-1.1694517119160495,0.6016476438559621,-0.9948024444889213,-1.0037274678108894
-0.471610827963276,-0.18437698641023564,-1.258817089710917,-1.0979793339330295
-0.5758644268215445,0.3485650640342435,-1.6534983752999863,-0.5731383451748893
-0.9632661426869431,-0.29454899589255595,-1.3517440441605082,-1.1538020138401792
-0.4233013473711245,-0.49680223416453945,-1.8659311402061947,-0.5202608491056074
-0.9663811305228462,-0.7376596802646476,-1.671775102645047,-0.4775878476384049
-0.8005927749525887,-0.6315820658974513,-1.9306003324870713,-0.7688978786994363
-0.24640359770918208,-0.6427981376222375,-1.6285865749776713,-0.7520860901915494
-1.329746273510637,-0.5491929569508629,-1.8178675285105423,-0.7818273994345076
-0.6828096181020844,-1.0704651652717432,-1.5899417271159293,-0.8326965953431874
-0.8068033072283154,-0.9371915770983161,-1.3162978070044429,-0.789238386847103
-0.6379498076641738,-0.18598606592287392,-1.2948324238291136,-0.4613484715286854
-1.1813979705572693,-0.9125314428089166,-1.7675263184622172,-0.9129763539168653
-0.8946191268978907,-0.06391252685264104,-1.2904668235905552,-0.5756284498386571
-0.9466014607261508,-0.720462367273162,-1.412874398099107,-0.8445084712012267
-1.4059617377697506,-0.5145838750737735,-1.3436021039294768,-0.7581386639713664
-1.282070815158885,-0.40930571725102727,-0.9835772214775838,-0.6780422383969522
-0.7923643271095007,-0.11909156812396893,-1.3153675964369422,-0.4551233842464919
-0.8836209000836365,-0.08350416447074444,-1.6643770918946807,-0.851676983921725
-0.37727994668124576,0.21801912536787516,-1.3554034902457384,-1.0880310925946235
-1.1864078514046335,-0.9083117811006413,-1.487158370807589,-0.8808042393526496
-0.46924216086577164,-0.424748123826875,-1.0209894109980933,-0.6398997712552875
-1.012721344480727,-0.6300347357283131,-1.3519156297674026,-0.8185039452243379
-1.2538023322670244,-0.7249845070163532,-1.638304803880179,-0.6582217970582379
-1.4673520204130106,-0.19493123895595404,-0.9832806484165719,-0.5575240999354757
-1.0862999400295874,0.2849090862817961,-1.17511142051485,-1.198528434300023
